review,sentiment
"The thirties horror films that are best remembered are always the likes of Dracula and Frankenstein; and there's a very good reason for that, but there were a number of smaller but nevertheless excellent productions, and The Invisible Ray is certainly one of them. The plot is not particularly original and similar plots have been seen many times before (even way back in 1936) but the way that everything is put together is certainly very imaginative and director Lambert Hillyer has created a very nifty little original horror film. The plot focuses on the good hearted Dr Janos Rukh; a man who has discovered a way to recreate the history of the Earth. His discovery leads him to believe that there may be an unknown radioactive element somewhere in Africa and so he sets off along with a team of esteemed colleagues to find it. However, tragedy strikes while on the expedition and the good doctor ends up becoming exposed to the element; which makes him glow in the dark, and also sends him mad...<br /><br />The biggest draw of the film is undoubtedly the fact that it stars the two biggest horror stars of its day - Boris Karloff and Bela Lugosi, and both give excellent performances. Karloff really shows what a good actor he is and his character has plenty of meat for Karloff to impress with. Bela Lugosi has a role which is extremely different from what we're used to seeing him in, and it's a great performance from him also; it's nice to see a bit of versatility from Lugosi. The film does get off to a rather slow start; but things soon start to pick up. The second half of the film is the best and that's really when the film gets exciting and Karloff gets a chance to shine (literally). The film does not put its focus on big special effects and largely relies on the actions of the central character to keep things interesting; and it does work very well. The film remains interesting throughout and boils down to a very decent climax that wraps everything up nicely. Overall, The Invisible Ray may not be one of the very best horror films of the thirties; but it's a very good one and comes recommended.",1
"i love this TV series so much. it contains animation that is interesting and beautiful. i cant believe that they cut it off TV, and also that i never found out whether cybersix and data7 die or not, apparently they survive, but I'm not sure. Cybersix was by far the BEST TV show ever. i know its to late to hope they will start the series over again so I'm really glad i got to watch it. I LUVED IT SO MUCH <3 <br /><br />its about a women by the name of cybersix, she is not human. She goes by adrian sieldman, a man teacher at a highschool. Now cybersix is actually a women, she is just disguised as a man in the day. By night cybersix patrols the city.<br /><br />A guy by the name of Von reichter is the one who created cybersix, and once he finds put she is alive he uses everything he can to capture her.<br /><br />IF u have never watched it before u should totally download it. It was the best TV show in the world. Why did they cut it off???? some people have issues. but I'm glad i got to watch the 13 episodes.",1
"This Cannon Movie Tale is the worst of the lot, and is positive proof that a five minute fable does not a full-length film make. Poor Sid Caesar as the vain emperor, is made to look so stupid, it's hard to watch him. As the sly tailor, Robert Morse hasn't an ounce of charm. Neither does his hapless nephew (Jason Carter) The ""songs"" are dreadful and only slow what there is of the plot down. The direction is practically nonexistent, and the supporting characters add very little. Lysette Anthony is pretty as the emperor's daughter, but her voice has obviously been dubbed for some reason, a fate shared by many of the minor players. And the film crawls at a snails pace. Hans Christian Andersen must have been turning somersaults in his grave when this appeared. It can honestly be said, at least of this movie tale, it's no surprise that it went straight to video oblivion.",0
"Wow....it's been a long time since I've last seen such a hilarious movie like this one!!!!! I've never been a great fanatic about French movies, but ever since I fell in love with the beauty and the acting skills of Catherine Deneuve I decided to see all of her movies... however I didn't think this one would be so fantastic as it turned out to be. Lucky me, that I bought it even though I had some doubts! This is really ""feel-good-time"" film with class and quality. There are some great social topics and moral drama's involved that are very close to today's modern way of living, which are shown very beautiful and realistic. I also liked the dancing scene in the men's room a lot! But my favourite is the rather timid attempt of Catherine Deneuve to sing.....she brings it the way she is, with lots of grace and modesty at the same time...very tempting! Further on I would also like to express my respect and admiration for Line Renaud, who played a fantastic role (I didn't even know she acted....I've only known her for her music). So, don't wait any longer and go see the movie...you'll be surprised in many ways.",1
"I believe John Houston's ""The Dead"" is a true classic. Not only was it Houston's final film, he is quoted as saying ""all I know about film making is in this film."" The story, closely adapted from ""Dubliners"" by James Joyce, is a great ensemble piece featuring sterling performances by Angelica Houston, John's daughter, and a cast of English and Irish actors who bring the story to life. This is a film that should be part of any serious collection, not only because it is visually elegant, but because the story is timeless and very appealing. The film is not hurried, nor is it charged with action. Rather, the story unfolds from within the characters, who bring light and meaning to the dialog. The end of the film is stunning, poetic, and haunting. I recommend ""The Dead"" without reservation as one of the finest films ever made.",1
"Half a dozen short stories of varying interest enlighten us about life in Finland. These stories are interwoven and each contains a scene in which a sonic boom is heard. This indicates that the events depicted happen at the same time.<br /><br />The film begins with a bungy jump which promises some excitement but the early stories are quite low key. The film improves so stick with it. Two broken marriages in stories that follow provide plenty of drama while a scene in a hospital gives us a terminally ill patient begging for pain relief. The last moments with his wife are both convincing and moving.<br /><br />While the various scenes of family life take place in Finland, the themes are of a general nature wherever you happen to live.<br /><br />Collections of short stories are rarely as satisfying as a good tense 90-minute drama.",1
"Long before Tim LaHaye and Jerry B. Jenkins would shake the world of the Christian subculture (and make millions in the process) with the LEFT BEHIND books, MARK IV Pictures, the Christian film distribution company of the Billy Graham evangelistic association, gave us this masterwork. What I love most about this genre is its incredible attention to detail, sitting in a living room. Instead of taking us to the dramatic scenes of this ""post-rapture"" tribulation, we sit in the living room, hearing about it on the news because the filmmakers can't afford to show it. The film's premise is grounded in Pre-Millenial, pre-Tribulation eschatalogy, believing that Christ comes once for the secret taking of the true church, and then comes again at the end of the seven years of hell on earth. What used to terrify me in junior high now makes me laugh. The intriguing adventures of Patty and her journey throughout the tribulation (and two of the film's three sequels) tells her remarkable story of unbelief and ultimately damnation. I hate to admit it, but I still thoroughly enjoy watching this. It even has the SAME EXACT score of Monty Python and the Holy Grail. I think I'm the only person in history to make that observation.",1
"If you have any sort of appreciation for character and dialogue, and any sense of American cultural history, you will find a lot of very absorbing material in this film. It probably was originally a play, and that's why it's dialogue heavy, but I can't stress enough how these icons that we only have a shallow understand of are made into truly complex and wonderful characters.<br /><br />This film is better than any college course for telling you how to create a character-driven story.<br /><br />",1
"This is one of the most hateful and cruel movies I've seen in a long time. Sadly I was duped into sticking with it, since Donald Sutherland's presence misleadingly gave it some credibility. [That's the last time that'll happen.]<br /><br />Lesley Ann Warren's character was annoyingly whiny and as stupid as they come. There were smarter characters than hers who were killed in the film. Thats just one of many things in this movie that made me ask, ""Where is the justice?""<br /><br />Why is late-night cable so filled with sadistic garbage filled with pathological mayhem? Most of these films seem to have a particular problem with women, and seem to focus on them being terrorized and murdered. This film could have been every bit as suspenseful without being sick and twisted in the process. All it ends up doing is turning the viewer's stomach with its sickness, and insulting the viewer's intelligence.<br /><br />The cast is misleadingly good. My guess is that they BAGGED Sutherland first, and used him to lure the others like lemmings into this.<br /><br />I'm kicking myself for wasting time, giving this piece of garbage a chance.",0
"OK, it's very rare that I complain something I got for FREE. So I guess this movie pushed me over that limit. I saw it at the Hollywood Cemetery for FREE and walked away very very disappointed. One audience member's question to the director about using the Native American references just as ""bookends"" instead of being weaved into the movie better, basically says everything that this movie FAILED on. <br /><br />NATIVE American REFERENCES--- The Native American references felt really out of place and contrived. It's obvious that this director and writer tried tackling an arena they never played in before. They should have stuck to the old adage of ""write about something you know"". IF they are in fact versed in this it certainly did not show on the movie or the beauty of this unique culture was not given proper justice. <br /><br />Clichés and ON THE NOSE--- I agreed to see this film on the basis that it was an indie. So I held it to higher expectations. ""Little Miss Sunshine"" was an indie and saw it before it became so popular. Before it even came out to wide release I was already raving how it's going to be a hit. UNFORTUNATELY I could not say the same about ""Expiration Date"". ""Sunshine"" took us to cliché incidents but the filmmakers were so clever at their approach that the outcome would take us to a different direction avoiding the trap of being a ""cliche"". This movie on the other hand had no way of not falling in the trap because it was already TRAPPED from the start. The psycho mom's antics, the Hendrix couple, etc. <br /><br />I hate to say it, but the best and WORST movie I've seen this year were both indies. ""Little Miss Sunshine"" being the best and this movie being the worst. I wish I could say otherwise. <br /><br />But I do congratulate the filmmakers for having such a good turn out from their family members at the cemetery.",0
"However closely the movie is to the comics, it doesn't matter. This movie radically moves away from the boredom of ""Interview with the Vampire"" (although it's acting was good) and slides in the wonderful action scenes. Very convincing tale and interesting with surprisingly good acting from all. Disadvantage - poor graphics. Does it matter? Nope.",1
"I have just returned from Santa Fe. NM. I visited Loretto Chapel. As I looked around this building, which has been acquired by a private owner, I relived the movie version of the staircase. It is an overwhelming mystique that occupies this building. It is about what can happen if you really have faith. The bookstore there has a narrative on the subject, which is the story of the staircase. I read the narrative in its entirety. I was absorbed by the ambiance surrounding the people therein. It was like we were totally enclosed in a time warp, all with the same thoughts and awe. When we departed, the hush was overwhelming. Everyone should visit Loretto Chapel in Santa Fe. NM.",1
"I cannot believe how uneducated this movie is. It's like watching police academy, except it's with people that have no clue of what they are talking about, and...Wait, there is a stupid robot that is supposed to be a sidekick. I can understand suspension of disbelief, but this is just complete stupidity. Not only is there no plot to this movie. It's like watching someone that pretends to be a doctor, throw non-medical words around as if they were chief of staff at a major medical facility. Plus the people are wearing clothes that are un-befitting for a space program. I feel like I'm watching a valley-girls ""b"" movie, in space.",0
"I recently was in a stage version of this play. And, on the last day of the run, I was excited to see that it was going to be playing on TV. I stuck a tape in as it was on late at night, and I watched it the next day. I have to say I was very disappointed. The actors in the film made few of the discovers that are in the script. That is understandable as the resersal process is probably different, but it was upsetting to see. A lot of the original script was changed for the movie as well to make it better for the screen, but I am not sure if it helped the movie out at all. I gave this 4 stars only because I know the script and the writing is a lot better than what this movie portrays.",0
"This movie starts out hilarious from about the 15 second mark, and continues it throughout the movie. I cannot recall a scene where i didn't turn to look at people laughing with me. he is the perfect actor for this roll because of the way he looks and the way he dressed.<br /><br />The comedic parts were great to see from actors not very big or popular. As you can see people do like this movie it is currently rated 7.9 on IMDb. i think it should be in 250. Lets put it this way i haven't seen this funny of a movie since American pie or the original vacation. see it if you want a laugh. I give this movie 2 of the highest thumbs up i have ever given since i found out about IMDb, great movie site.",1
"Of course, really experienced reviewers who like stuff like Star Wars and professional crap will definitely drag this movie and say really bad comments about it. But really, it is enjoyable teen comedy with an awesome story and good acting.<br /><br />Josie Gellar (played well by Drew Barrymore) is part of a news-reporting team and she has been offered a ('real') job - she has to go back to school and find out what teens are like these days. Well this goes alright, until Josie remembers her horrible time at High School and gets freaked out. But she's never been hip, never been cool, never been popular until now!<br /><br />Sit back relax and enjoy with Never Been Kissed!<br /><br />",1
"I must admit when I saw the preview for ""Inglorious Basterds"" I gave myself big expectations. THIS FILM DID NOT Disappoint.<br /><br />Rarely when I watch a movie with such high-expectations do I have those expectations met or exceeded; this film did that and more. Even more rarely do I clap at the end of a movie, this I and everyone else in the theater did.<br /><br />I have to say I am a little biased towards Quentin, I grew up with ""Pulp Fiction."" I watched it when I was 12 and it is still my favorite and most influential film.<br /><br />However, since then Quentin has not really lived up to his billing. His style was getting a little predictable instead of familiar, the quality honestly wasn't there (I never watched Jackie Brown, and then there's Grindhouse). That is until ""Inglorious Basterds."" What Quentin did was exactly what was needed for the war genre, a spaghetti western feel that could only be done by Tarantino or Sergio Leone, but seeing how Leone is dead, Tarantino's the self appointed guy on this masterpiece.<br /><br />So let's look at the movie which I won't give away. The writing was spot on, a beautiful transition between using not one but four different languages in this movie. Not to mention this movie was set up in the classic Tarantino mold, great scenes of rich meaningful dialog and sudden shocking action.<br /><br />The acting was superb!! Christopher Waltz deserves an Oscar, seriously. I don't say that often, but honestly the man should get one for this movie, he spoke every language in this movie, and delivered with such amazing touch and poise. He stole the show in a movie that everybody was amazingly impressive.<br /><br />I have no problem building this movie up, because this movie is the best film I've seen all year, and probably all of next year. Quite frankly the more I think about it, this movie may crack my top films of all time, and is Quentin's best movie since ""Pulp Fiction."" Take it from me, watch this film. I loved it doesn't do this movie enough justice.<br /><br />I watched it yesterday and I'm still blown away. Thank you Quentin from the bottom of my heart for you making this movie. You're back on top again buddy. I can't say enough for ""Inglorious Basterds!""",1
"Ineffectual, molly-coddled, self-pitying, lousy provider Jimmy Stewart is having a bad marriage to Carole Lombard. After falling on hard times, he endures a demeaning job, a fault-finding, passive-aggressive, over-bearing live-in mother who is in dire need of an epic smackdown, and an endlessly-crying baby. The movie trowels on failure and squalor to no discernible end. Do you want to watch a couple bicker with his mom for ninety minutes? Many scenes feature a shrieking baby. The movie fails to elucidate why we would want to endure the mother from hell, or why Jimmy Stewart can't grow a pair. Who wanted to see this? Who wanted to see Stewart and Lombard without laughs or charm?<br /><br />It's absolutely depressing and unendurable.",0
"This is so bad it will be my contribution to the next bad movie party I go to. It is clear from the start that Steve Gutenburg was taking this role seriously.... the other principles were walking through their lines. I think they got a whiff of how much it stank early on and they were going through the motions for their paychecks. Sean Bean ""acted"" as usual but was spared sharing space on screen with any of the principles till the final scene where it was like an actor walking onto a high school stage that is how defined the contrast was. Some actors do not look good scruffy. Some actors should not bulk up for a part. Those two statements apply to ""Police Academy"" Steve. His scruffy look translates to bum and indigent and his bulking up makes him look potato lumpy not buff. Pair that with one of the worst scripted dialogues in Hollywood history and you have BAD movie. I can only guess that all of the principles really really needed the money for remodeling or something or their agents signed them before the script was written by the monkeys that must of typed it out. I would love to know the back story to this disaster.",0
"...that seem to be fooling people into seeing qualities in this film that are just not there.<br /><br />Near Dark covered the same territory but with much more class, and action.<br /><br />why the script kept their 'big secret' so long was a total mystery to me - I guessed it at the breakfast scene at the start of the film. By the time it was revealed to the viewer it was just a case of 'big deal, tell me something I don't know.'<br /><br />I found this to be pointless movie that may have challenged the genre conventions, unfortunately those conventions are that horror films are tense and packed with genuine sense of horror. This was woeful",0
"Why bother to see this movie? It probably rates an award for being the worst career move of a major movie star since Clark Gable's laughable playing of an Irish patriot in Parnell.<br /><br />It's inconceivable that Bergman would choose both this movie and its director over a lucrative Hollywood career where she could choose among the finest scripts and directors being offered at that time. To begin with, there was no script to work with except a few notes. Then we are supposed to believe the polished Bergman as a poor refugee willing to do anything to be released from a refugee camp, including marriage to a poor Italian fisherman she doesn't even love. I read where Anna Magnani was the original choice for this part. If so, that made a lot more sense than to cast the luminous Bergman in such a proletarian part. But since she was in love with her director, common sense flew out the window.<br /><br />So she goes to live in this poor village where the men must toil to extract a meager living from the sea. A place she obviously hates to be and where she doesn't fit in.<br /><br />Her only friend is the village priest who knows she's not suited to the life of a poor fisherman's bride, but tells her that for the sake of love she must repress her true feelings of revulsion, and accept the poverty and despair she encounters each day. On top of all of this, there's this volcano always on the brink of erupting and drowning them all in hot lava. But like a true heroine, Bergman revolts against her misery by declaring war on just about everyone else in this dreary film. She even goes as far as trying to seduce the village priest, in a scene that would generate laughter if it were not so pathetic. Since her poor slob of a husband must lock her in a room to keep her from running away, she's forced to use her body to bribe a married man to take her off the island. To her, no sacrifice is too great; no man unapproachable if he is willing to help her to escape the island and her misery. I won't bother to tell you how this all ends. The no-script movie ending is as plausible as the rest of STROMBOLI. I even remember (from seeing it on late night TV) that it had two different endings! So be warned if you should feel brave enough to sit through this king-size turkey and catch the miscast Bergman. It led to her downfall in Hollywood for the next seven years and she was condemned for sleeping with her director while still married to Peter Lindstrom. None of the movies she made with this director(whom she later married) are noteworthy except as proof of a career gone berserk. I kid you not. It's pretty embarrassing.<br /><br />- - SoundTrack",0
"This is one of Cassavetes' best performances. The entire cast is outstanding, as is Martin Ritt's sublimely understated direction. The anger, angst, and desparation of urban labor battles is magnificently told in a fashion that is neither obtrusive nor patronizing. In a way it is dated with its era, but in many ways, it is gloriously timeless.",1
"If I was still 5 I might find it scary. It is (I guess) a low budget film. The acting is not good, but could be worse - the filming and special effect is awful. The story line is thin and not worth to dwell on. Too much time is used on boring shouting scenes. The chases or fight with aliens, remind me of kids fighting with scary masks on. Some gore with blood and body parts - would scare a 5 year old kid I guess. Apparently scare the crap out of some of the persons in the film.<br /><br />It is far from reaching anything like the film Tremors.<br /><br />This turns out to be an ""incident"" and we see alien ships nearby earth. It make you wonder if any will make a sequel...",0
"Way back at the dawn of human civilization cavemen sat around and made lame jokes, hit each other over the heads with what ever they could grab, and women were never seen and apparently at one time had tails. These cavemen lived in a geographically diverse region with a cockatoo, a camel, a monkey - but no women. This film tells of the ""hilarious"" misadventures of seven(or so) cavemen - having burned their land with the new discovery of fire - moving on by water to a new land where they find this woman with the extra appendage. Along the way we get such ""great"" moments of comedy like a fat cavemen swallowing a frog that keeps croaking in his stomach. A monkey throwing rocks at their heads. A man swallowing a mouse to get the frog in his stomach. The obligatory ""gay"" caveman. The list could go on and on. This movie is the very definition of cinematic dreck. I was bored from the onset and it only got worse as the cavemen bobbled around hitting each other, making poor jokes such as puns on the word perch, hitting each other, and mauling poor Seta Berger who looks like she lost a bet to a producer to appear in this nonsense. She is indeed one of two bright spots in this film. She isn't much of an actress so you have to guess why she is an ass-et? The other ""bright"" spot is the music. As soon as I heard the score, I said to myself that it sounded very familiar. I had never heard the actual score but the music was unmistakably that of Ennio Morricone. It's a nice score and the best thing in an otherwise crude, boring, lewd, unimaginative, and ridiculous film essentially about a group of Moes finding a woman for the first time and, first wanting to eat her like some animal, being taught what she could do. Awwwwh! Sorry, I'm stifling a yawn as I relive the plot! The end of the film has some 100 or so mostly naked women on screen with all the erotic feel of pulling a scab off your knee. This movie was painful to sit through and offers nothing of any real merit whatsoever. The fact that it spawned a sequel doesn't surprise me as it offers that one thing which will prick viewer interest - tail.",0
This is one of the best of the genre. I saw it twice about 25yrs ago and have not had another opportunity to see it again since then. It rivals the Zatoichi series (also starring Katsu) in exciting swordplay.,1
"I understand what this movie was trying to portray. How the old are often ignored and treated like a bother, which means they end up feeling unappreciated and like their lives are empty.<br /><br />I do not have a problem with this message, but I just feel that it could have been put across in a way that is not so painful to watch. I enjoy a good art movie but when a movie becomes too self-consciously arty (as in this case) the result is often frustrating. Including shots of a person packing a suitcase slowly that take 5 minutes try to make a point but just end up annoying the audience.<br /><br />The female characters are very weak and you end up wanting to just tell them to pull it together. This is a movie you feel you should enjoy or rate highly and certainly has its' merits but I was just too frustrated watching it to ever recommend it to someone else. It might have a deeper message than other Roger Michell movies (for example: 'Notting Hill') but at least that was a movie you could enjoy watching.",0
"This is one of L&H's shorts most frequently cited as the first ""real"" L&H teaming and perhaps one of their best silent features. J. Piedmont Mumblethunder (Ollie) is a millionaire who has come to the docks to greet his nephew Philip, whom he's never seen. At first Ollie is laughing it up with everyone when this strange little man unboards and draws a great deal of attention to himself by the way he's behaving during his medical exam, but is quite humiliated when it turns out that this is the fellow he's supposed to be greeting. He has been told that Philip is a good boy, but he has one weakness--women. Mumblethunder and Philip set off to go home, but their journey there is continually interrupted by Philip breaking into a little dance every time he sees a woman, then chasing after the woman. Huge crowds gather each time this happens, not so much because he's chasing skirts, but because Philip himself is also wearing a skirt (a kilt). Finally Mumblethunder manages to drag Philip into a tailor's shop to be measured for a proper pair of pants, but Philip escapes from there as well to chase more skirts. There are lots of laughs all around. It's also nice to see a short like this because the boys aren't exactly the characters we know and love. Ollie is pretty much his usual character, but it's such a joy to see Stan acting so differently from his usual man-child character. It shows he wasn't a one-trick pony and excelled in other types of roles when he got the chance. With a run time of 19 minutes its short and sweet, providing classic one liners which still have me in stitches.",1
"We're a long way from LAURA. Once again Otto Preminger directs, Dana Andrews stars as a police detective named Mark, and Gene Tierney is the beautiful woman who haunts him, but nothing else about WHERE THE SIDEWALK ENDS resembles everyone's favorite sophisticated murder mystery. Instead of deliciously quotable dialogue we get gritty, harrowing realism. While the earlier film took place in the ritzy upper echelons of New York society, here we're in the low-rent district of dark streets, hoodlums, cheap restaurants and crummy flats. Tierney, gorgeous as ever, now works as a department-store mannequin and lives in Washington Heights (the neighborhood of the ""doll"" who once got a fox fur out of LAURA's Mark McPherson). This time Andrews is Mark Dixon, an older, sadder, more troubled version of the cool cop in a trench coat. <br /><br />WHERE THE SIDEWALK ENDS belongs to a sub-genre of noir, movies about police brutality focusing on cops who can't control their violent impulses. Like Kirk Douglas's character in DETECTIVE STORY, Dixon owes his seething contempt for crooks to his father's criminal past. Where Douglas is self-righteous and blind to his own faults, Andrews is burdened by repressed guilt and self-loathing. He accidentally kills a suspect and covers up his actions with an attempt to throw suspicion on a slimy gangster (Gary Merrill) whom he has been vainly pursuing for years. Instead, a kindly cab driver is suspected because he's the father of the dead man's estranged and mistreated wife Morgan (Gene Tierney). Dixon, falling in love with the wife of the man he killed, tries desperately to save her father without giving himself away. <br /><br />Among noir protagonists, Dana Andrews had this distinction: he was incapable of appearing unintelligent. Even when playing an average Joe, as he usually did, he always comes across as unusually sensitive and perceptive; more than that, his air of being too thoughtful for his own comfort gives him that haunted--and haunting--quality that was his essence as an actor. He played ordinary guys, cops and soldiers, but always with a tragic undercurrent of seeing and knowing too much. His conscientious heroes are marked by exhaustion, guilt, the inability ever to ""lighten up."" No other actor could have expressed so well the bottled-up anger, the slow-burning pain, the agonized intelligence of Mark Dixon. He also has a muted tenderness, a muffled warmth and even wry humor that make him heartbreaking. This comes out when he takes Morgan to a restaurant where he's a regular, and for the first time we see this cold, brutal man trading mock insults with the waitress, whose sarcasm can't hide her affection and concern for him. When Dixon asks his partner for money to get a lawyer for Morgan's father, he supplies it even though they recently argued and Dixon threw a punch at him. There are no words about loyalty or knowing he's a good guy deep down, but we see it all in the man's anguished silence and his wife's resignation as she hands over some jewelry to pawn. Dixon's goodness comes across through other people's reactions to him as much as through Andrews's deeply moving performance. <br /><br />Though Dana Andrews was a minor star, he may be the quintessential forties man. He goes through some movies hardly ever taking off his overcoat; with that boxy, mid-century silhouette, further fortified by the fedora, the glass of bourbon, the cigarette he doesn't take out of his mouth when he talks, he looks imprisoned in the masculine ideal of toughness and impassivity. While many noirs romanticize the two-fisted tough guy, WHERE THE SIDEWALK ENDS offers an unflinching portrait of the reality behind the façade, a gripping and melancholy exploration of the roots and consequences of violence.<br /><br />Andrews was sadly underrated in his own time (he was the only one of the three protagonists in THE BEST YEARS OF OUR LIVES not nominated for an Academy Award, though his low-key performance is far more compelling than Frederic March's hammy, Oscar-winning drunk). Fortunately, Andrews appeared in some films that ensured his immortality, and now at last this little-known film, which contains his best performance, can be seen as part of the marvelous Fox Film Noir set. This series, including a number of never before released titles (such as NIGHTMARE ALLEY and THIEVES' HIGHWAY), suggests that Twentieth-Century-Fox may have had the finest record of all the major studios when it came to film noir.",1
"I'd never heard of this movie, but boy was I surprised when I caught it on TV. Great cast, great acting. Excellent movie! How can a movie with William H Macy, Neve Campbell and Donald Sutherland go wrong? I wonder why I never heard of it before.",1
"I guess if a film has magic, I don't need it to be fluid or seamless. It can skip background information, go too fast in some places, too slow in others, etc. Magic in this film: the scene in the library. There are many minor flaws in Stanley & Iris, yet they don't detract from the overall positive impact of watching people help each other in areas of life that seem the most incomprehensible, the hardest to fix. Both characters are smart. Yet Stanley can't understand enough to function because he can't read; he can't read because he's had too much adventure in his childhood. Iris, although well-educated, hasn't had enough adventure and so can't understand how to move past the U-turn her life took. In both their faults and strengths, the characters compliment each other. It may be a bit of a stretch to accept that an Iris would wind up working year after year in a factory, or that a Stanley never hid his illiteracy enough to work in construction or some other better-paying job. And while these ""mysteries"" are explained in the course of the story, their unfolding seems somewhat contrived. I assume no one took the time to rethink the script. Even so, it's a good moviejust imagine what De Niro, Fonda and Plimpton would have done on screen if someone had!",1
"Not so many people like the movies of Bertrand blier simply because they don't understand them. Simply because they are different kinds of people.<br /><br />If you have not been living under a deep desperation intertwined with great personal hope it may be hard for you to enjoy the humor blier shown here.<br /><br />And also the film of blier cannot be classified easily as black-comedy or cult etc. like those of pulp fiction etc. Because there is this delicacy which the audience of north-america frequently fail to appreciate.<br /><br />When I looked at these two `hooligans' dining with Jeanne moreau in the seaside restaurant, I felt they were more gentil than any gentleman can have been.<br /><br />The urge to make love wildly like these is the normal reaction we feel under the unbearable pressure of meaningless being-symbolized by the camion suddenly emerges at the Carrefour.<br /><br />SO, les valseuses is much better a name than going places. To dance a valse you need to be elegant, but going places you don't.",1
"No one can argue with it. This IS and WILL BE the best movie ever, as it is the perfect definition of what any movie should be : a collective hypnosis beyond times. No movie can give you more perfectly this impression that you carried it inside you, even before you saw it for the first time.<br /><br />There are images that stay forever...",1
"I sat through this turkey because I hadn't seen it before, and because the premise sounded like it had potential. It was mildly entertaining until the hurricane sequence. At the height of the storm, the wind is strong enough to blow windows out of the house, yet the trees in the background are perfectly upright and not a leaf is moving! In fact, when the characters move outside the house, bright sunlight is visible illuminating the treetops. At that point, whatever credence the filmmakers had developed evaporated faster than the highly localized rain in their film. Too bad all hurricanes aren't like this one, it would surely help our homeowners insurance rates here in the Sunshine State.",0
"I just watched this film again and remain dismayed at the number of cynics who dismiss it as just New Age pap. A great film, one that takes its time to develop, it keeps coming close to going over the edge but never does and ultimately is meditative, affecting, and truer to life than most films people who dismiss its ""coincidences"" can see. I was angry at the time that movies like ""Prince of Tides"" and ""Bugsy"" (though I liked the latter) were nominated for best picture that year (let alone that ""Silence of the Lambs"" won!) and this was ignored completely except for one nomination for best screenplay. Upon revisiting it, I think history supports my initial reaction!",1
"This is not a good movie. Too preachy in parts and the story line was sub par. The 3D was OK, but not superb. I almost fell asleep in this movie.<br /><br />The story is about 3 young flies that want to have adventure and follow up on it. The characters are lacking, I truly do not care about these characters and feel that there was nothing to keep an adult interested. Pixar this is not.<br /><br />I would have liked to see more special 3D effects. Also I wold like to see more fly jokes than the mom constantly saying ""Lord of the flies"" Pretty sexist in showing the women as house wives and fainting.",0
"Pierre Jolivet plays a Don Quixote character, unable to speak, living in a world incompatible with modern life. He trusts to his homemade weaponry - helmet, sleeves, and spear - made out of hubcaps, seat cushions, and discarded office furniture. Just as Don Quixote rode Rocicante, ""The Man"" rides his contraption (literally) transcending the lost lives caught up the harsh and demeaning modern world - soaring above the earth, away from the plight of modern man. Both characters ride in search of adventure in an effort to right the wrongs of the world. Both characters are guardian knights of values unfamiliar to most of the other characters in the story.<br /><br />Unlike Cervantes's tale, in this movie we identify more directly with the anachronistic ideals of the main character. We can only compare this alien and forbidding landscape to the lush and beautiful world we live in. Our frame of reference is the fantasy realm which the lone knight perhaps remembers. Our vision would be one which expects the main character to triumph, to vanquish, to change his world (for the better) back into a world of plenty that no longer exists.<br /><br />We look at this movie and see a true knight among a world of humans-as-animals. Don Quixote considered himself a true knight among animals.<br /><br />With Cervantes's tale we can only see the dreamer, without really understanding the scope of his anachronistic displacement. In Besson's and Jolivet's tale we see the new world from the eyes of Don Quixote, because we value the same visions and ideals as the crusading main character.",1
